county,municipality,muni_code,ld,cd,census_code,prez_dem,prez_rep,johnson,stein,castle,de_la_fuente,kennedy,la_riva,moorhead,write_in,total_votes,winner,first_place,second_place,margin_victory,prez_dem_per,prez_rep_per,johnson_per,stein_per,others_total,others_per
Passaic,Little Falls,1605,40,11,3400620,3079,3039,107,81,3,1,3,1,2,52,6368,prez_dem,3079,3039,0.628140704,48.35113065,47.72298995,1.680276382,1.271984925,198,3.109296482
Passaic,North Haledon,1606,35,11,3403040,1592,3058,66,41,2,1,11,2,0,38,4811,prez_rep,3058,1592,30.47183538,33.09083351,63.56266888,1.371856163,0.852213677,123,2.556641031
Passaic,Passaic,1607,36,9,3406550,11738,3610,124,153,30,8,15,8,2,163,15851,prez_dem,11738,3610,51.27752192,74.05211028,22.77458835,0.782285029,0.965238786,340,2.14497508
Passaic,Paterson,1608,35,9,3407000,38633,3841,170,311,63,6,30,15,16,94,43179,prez_dem,38633,3841,80.57620603,89.47173394,8.895527919,0.393709905,0.720257533,611,1.415039718
Passaic,Pompton Lakes,1609,40,11,3400090,2276,2797,98,52,12,1,4,3,0,40,5283,prez_rep,2797,2276,9.861820935,43.08158243,52.94340337,1.855006625,0.98428923,170,3.217868635
Passaic,Prospect Park,1610,35,9,3401170,1722,399,22,32,8,4,7,1,2,18,2215,prez_dem,1722,399,59.72911964,77.74266366,18.01354402,0.993227991,1.44469526,76,3.431151242
Passaic,Ringwood,1611,39,5,3403150,2767,3536,156,89,6,1,6,2,2,85,6650,prez_rep,3536,2767,11.56390977,41.60902256,53.17293233,2.345864662,1.338345865,262,3.939849624
Passaic,Totowa,1612,40,11,3403140,1966,3323,75,43,8,2,4,3,1,27,5452,prez_rep,3323,1966,24.88994864,36.06016141,60.95011005,1.375641966,0.788701394,136,2.494497432
Passaic,Wanaque,1613,39,11,3406730,2315,2992,101,53,3,4,10,1,3,56,5538,prez_rep,2992,2315,12.22462983,41.80209462,54.02672445,1.823763091,0.957024197,175,3.159985554
Passaic,Wayne,1614,40,11,3407840,11311,14180,447,246,19,2,34,10,5,230,26484,prez_rep,14180,11311,10.83295575,42.70880532,53.54176106,1.687811509,0.92886271,763,2.880984746
Passaic,West Milford,1615,26,5,3409460,4325,8098,319,147,12,4,21,8,1,122,13057,prez_rep,8098,4325,28.89637742,33.12399479,62.02037221,2.443133951,1.125832887,512,3.921268285
Passaic,Woodland Park,1616,40,11,3402423,3022,2891,64,51,8,3,5,1,1,33,6079,prez_dem,3022,2891,2.154959697,49.7121237,47.55716401,1.052804738,0.838953775,133,2.187859845
Salem,Alloway,1701,3,2,3400880,521,1095,63,20,5,0,2,0,1,18,1737,prez_rep,1095,521,33.04548071,29.99424295,63.03972366,3.626943005,1.151410478,91,5.238917674
Salem,Carneys Point,1702,3,2,3400610,1671,1561,74,22,9,1,2,1,1,37,3396,prez_dem,1671,1561,3.239104829,49.204947,45.96584217,2.179034158,0.647820966,110,3.239104829
Salem,Elmer,1703,3,2,3401240,178,391,30,7,0,0,0,0,0,18,627,prez_rep,391,178,33.97129187,28.3891547,62.36044657,4.784688995,1.116427432,37,5.901116427
Salem,Elsinboro,1704,3,2,3401330,198,400,20,12,0,0,0,1,0,13,650,prez_rep,400,198,31.07692308,30.46153846,61.53846154,3.076923077,1.846153846,33,5.076923077
Salem,Lower Alloways Creek,1705,3,2,3401640,209,740,31,8,1,0,0,0,1,6,1007,prez_rep,740,209,52.73088381,20.75471698,73.48560079,3.078450844,0.794438928,41,4.071499503
Salem,Mannington,1706,3,2,3403200,234,412,33,4,2,0,1,0,1,7,702,prez_rep,412,234,25.35612536,33.33333333,58.68945869,4.700854701,0.56980057,41,5.84045584
Salem,Oldmans,1707,3,2,3404810,368,587,26,5,3,0,1,0,0,12,1005,prez_rep,587,368,21.79104478,36.61691542,58.4079602,2.587064677,0.497512438,35,3.482587065
Salem,Penns Grove,1708,3,2,3407750,978,300,26,5,4,0,0,1,2,21,1342,prez_dem,978,300,50.52160954,72.87630402,22.35469449,1.937406855,0.372578241,38,2.831594635
Salem,Pennsville,1709,3,2,3407870,1918,3909,182,41,15,1,2,0,0,65,6161,prez_rep,3909,1918,32.31618244,31.13130985,63.44749229,2.954065898,0.665476384,241,3.911702646
Salem,Pilesgrove,1710,3,2,3408530,847,1285,77,22,4,2,1,0,3,40,2298,prez_rep,1285,847,19.06005222,36.85813751,55.91818973,3.350739774,0.957354221,109,4.743255004
Salem,Pittsgrove,1711,3,2,3409130,1650,2497,103,37,12,1,0,0,2,54,4389,prez_rep,2497,1650,19.29824561,37.59398496,56.89223058,2.346776031,0.843016633,155,3.531556163
Salem,Quinton,1712,3,2,3401470,413,742,38,7,3,0,0,0,2,8,1224,prez_rep,742,413,26.87908497,33.74183007,60.62091503,3.104575163,0.571895425,50,4.08496732
Salem,Salem,1713,3,2,3405490,1269,326,24,13,3,0,1,0,2,12,1658,prez_dem,1269,326,56.87575392,76.53799759,19.66224367,1.447527141,0.784077201,43,2.593486128
Salem,Upper Pittsgrove,1714,3,2,3405110,454,1226,52,10,9,1,0,2,0,17,1786,prez_rep,1226,454,43.22508399,25.41993281,68.6450168,2.911534155,0.559910414,74,4.143337066
Salem,Woodstown,1715,3,2,3402720,858,785,76,23,0,0,0,0,1,25,1780,prez_dem,858,785,4.101123596,48.20224719,44.1011236,4.269662921,1.292134831,100,5.617977528
Somerset,Bedminster,1801,23,7,3404450,2181,2223,123,43,4,2,4,1,0,4,4581,prez_rep,2223,2181,0.916830386,47.60969221,48.52652259,2.685003274,0.938659681,177,3.8637852
Somerset,Bernards Twp,1802,21,7,3405560,6734,6696,362,95,23,4,13,2,3,,13932,prez_dem,6734,6696,0.272753374,48.33476888,48.0620155,2.598334769,0.681883434,502,3.603215619
Somerset,Bernardsville,1803,25,7,3405590,1803,2031,138,27,3,3,1,0,1,0,4007,prez_rep,2031,1803,5.690042426,44.99625655,50.68629898,3.443973047,0.673820814,173,4.317444472
Somerset,Bound Brook,1804,23,12,3406790,1716,1240,71,38,7,7,5,2,1,0,3087,prez_dem,1716,1240,15.41950113,55.58794947,40.16844833,2.299967606,1.230968578,131,4.243602203
Somerset,Branchburg,1805,16,7,3407180,3217,4394,219,67,4,3,12,3,2,0,7921,prez_rep,4394,3217,14.85923495,40.61355889,55.47279384,2.764802424,0.845852796,310,3.913647267
Somerset,Bridgewater,1806,23,7,3407720,10762,10705,601,224,26,9,34,5,4,0,22370,prez_dem,10762,10705,0.254805543,48.10907465,47.85426911,2.686633885,1.001341082,903,4.036656236
Somerset,Far Hills,1807,21,7,3402890,215,307,7,6,0,0,0,1,0,0,536,prez_rep,307,215,17.1641791,40.1119403,57.2761194,1.305970149,1.119402985,14,2.611940299
Somerset,Franklin Twp,1808,17,12,3404900,21037,7711,432,331,37,12,26,9,9,0,29604,prez_dem,21037,7711,45.01418727,71.06134306,26.04715579,1.459262262,1.11809215,856,2.891501148
Somerset,Green Brook,1809,22,7,3407510,1617,1688,99,22,7,2,8,1,2,0,3446,prez_rep,1688,1617,2.060359837,46.92396982,48.98432966,2.872896111,0.638421358,141,4.091700522
Somerset,Hillsborough,1810,16,7,3401890,10139,9282,577,191,25,17,23,2,6,0,20262,prez_dem,10139,9282,4.22959234,50.03948278,45.80989044,2.847695193,0.942651268,841,4.150626789
Somerset,Manville,1811,16,12,3403620,1416,2073,88,43,6,2,9,0,4,0,3641,prez_rep,2073,1416,18.04449327,38.89041472,56.93490799,2.416918429,1.180994232,152,4.174677286
Somerset,Millstone,1812,16,7,3406590,103,133,4,2,0,0,1,0,0,0,243,prez_rep,133,103,12.34567901,42.38683128,54.73251029,1.646090535,0.823045268,7,2.880658436
Somerset,Montgomery,1813,16,7,3407580,6377,3554,296,80,9,4,9,0,2,0,10331,prez_dem,6377,3554,27.32552512,61.72684154,34.40131643,2.865163101,0.774368406,400,3.871842029
Somerset,North Plainfield,1814,22,7,3403280,4982,1788,101,90,7,3,14,3,3,0,6991,prez_dem,4982,1788,45.68731226,71.2630525,25.57574024,1.444714633,1.287369475,221,3.161207266
Somerset,Peapack Gladstone,1815,23,7,3407300,600,711,36,13,2,1,0,0,0,0,1363,prez_rep,711,600,8.14380044,44.02054292,52.16434336,2.641232575,0.95377843,52,3.81511372
Somerset,Raritan,1816,23,7,3401980,1521,1486,77,30,6,2,6,1,0,0,3129,prez_dem,1521,1486,1.118568233,48.60977948,47.49121125,2.460850112,0.958772771,122,3.899009268
Somerset,Rocky Hill,1817,16,7,3404320,277,104,6,5,3,0,0,0,0,0,395,prez_dem,277,104,43.79746835,70.12658228,26.32911392,1.518987342,1.265822785,14,3.544303797
Somerset,Somerville,1818,16,7,3408460,2854,1652,130,73,10,1,11,2,0,0,4733,prez_dem,2854,1652,25.39615466,60.30002113,34.90386647,2.746672301,1.542362138,227,4.796112402
Somerset,South Bound Brook,1819,23,12,3408730,965,743,50,24,9,2,6,0,0,0,1799,prez_dem,965,743,12.34018899,53.64091162,41.30072262,2.779321845,1.334074486,91,5.058365759
Somerset,Warren,1820,21,7,3406940,3543,4416,183,96,10,1,6,1,1,0,8257,prez_rep,4416,3543,10.57284728,42.90904687,53.48189415,2.21630132,1.162649873,298,3.60905898
Somerset,Watchung,1821,21,7,3407600,1494,1493,75,27,3,4,2,0,0,,3098,prez_dem,1494,1493,0.03227889,48.22466107,48.19238218,2.42091672,0.871530019,111,3.582956746
Sussex,Andover,1901,24,5,3401330,91,172,5,7,2,0,0,1,0,4,282,prez_rep,172,91,28.72340426,32.26950355,60.9929078,1.773049645,2.482269504,15,5.319148936
Sussex,Andover Twp,1902,24,5,3401360,996,1872,66,44,12,1,0,3,2,37,3033,prez_rep,1872,996,28.88229476,32.83877349,61.72106825,2.176063304,1.450708869,128,4.220243983
Sussex,Branchville,1903,24,5,3407300,134,272,9,3,2,0,1,0,1,10,432,prez_rep,272,134,31.94444444,31.01851852,62.96296296,2.083333333,0.694444444,16,3.703703704
Sussex,Byram,1904,24,11,3409160,1515,2823,115,43,13,4,1,1,1,66,4582,prez_rep,2823,1515,28.54648625,33.06416412,61.61065037,2.509821039,0.938454823,178,3.884766478
Sussex,Frankford,1905,24,5,3404810,837,2070,87,36,12,0,2,0,2,57,3103,prez_rep,2070,837,39.73573961,26.97389623,66.70963584,2.803738318,1.16016758,139,4.479535933
Sussex,Franklin,1906,24,5,3404930,677,1368,50,33,7,0,4,2,2,24,2167,prez_rep,1368,677,31.88740194,31.24134749,63.12874942,2.307337333,1.52284264,98,4.522381172
Sussex,Fredon,1907,24,5,3405140,578,1263,56,24,4,0,0,0,1,23,1949,prez_rep,1263,578,35.14622884,29.65623397,64.8024628,2.873268343,1.231400718,85,4.361210877
Sussex,Green,1908,24,5,3407420,549,1321,55,24,5,0,2,0,0,33,1989,prez_rep,1321,549,38.81347411,27.60180995,66.41528406,2.765208648,1.206636501,86,4.323780794
Sussex,Hamburg,1909,24,5,3409220,544,893,35,17,8,1,0,0,0,20,1518,prez_rep,893,544,22.99077734,35.83662714,58.82740448,2.305665349,1.119894598,61,4.018445323
Sussex,Hampton Twp,1910,24,5,3409490,861,1738,77,26,8,0,2,0,2,36,2750,prez_rep,1738,861,31.89090909,31.30909091,63.2,2.8,0.945454546,115,4.181818182
Sussex,Hardyston,1911,24,5,3409850,1434,2675,103,38,8,3,1,2,3,52,4319,prez_rep,2675,1434,28.73350313,33.20213012,61.93563325,2.384811299,0.879833295,158,3.658254226
Sussex,Hopatcong,1912,24,11,3402910,2428,4260,202,89,34,9,1,1,4,73,7101,prez_rep,4260,2428,25.79918321,34.19236727,59.99155049,2.844669765,1.253344599,340,4.78805802
Sussex,Lafayette,1913,24,5,3407440,358,962,37,12,8,3,1,0,0,16,1397,prez_rep,962,358,43.23550465,25.62634216,68.86184681,2.64853257,0.858983536,61,4.366499642
Sussex,Montague,1914,24,5,3407430,467,1139,33,21,4,0,0,0,0,25,1689,prez_rep,1139,467,39.78685613,27.64949674,67.43635287,1.953818828,1.243339254,58,3.433984606
Sussex,Newton,1915,24,5,3401930,1347,1653,100,42,19,3,3,3,4,51,3225,prez_rep,1653,1347,9.488372093,41.76744186,51.25581395,3.100775194,1.302325581,174,5.395348837
Sussex,Ogdensburg,1916,24,11,3404660,350,743,33,12,3,0,0,0,1,14,1156,prez_rep,743,350,33.99653979,30.27681661,64.2733564,2.85467128,1.038062284,49,4.238754325
Sussex,Sandyston,1917,24,5,3405700,282,744,30,19,7,3,0,0,0,19,1104,prez_rep,744,282,41.84782609,25.54347826,67.39130435,2.717391304,1.721014493,59,5.344202899
Sussex,Sparta,1918,24,11,3409690,4046,6304,287,86,19,7,3,4,4,163,10923,prez_rep,6304,4046,20.67197656,37.04110592,57.71308249,2.627483292,0.787329488,410,3.75354756
Sussex,Stanhope,1919,24,11,3400380,742,1031,40,18,8,0,0,0,0,29,1868,prez_rep,1031,742,15.47109208,39.72162741,55.19271949,2.141327623,0.96359743,66,3.533190578
Sussex,Stillwater,1920,24,5,3400890,682,1459,73,39,10,2,0,1,0,35,2301,prez_rep,1459,682,33.76792699,29.63928727,63.40721425,3.172533681,1.694915254,125,5.432420687
Sussex,Sussex,1921,24,5,3401670,201,493,25,11,6,0,2,1,2,18,759,prez_rep,493,201,38.47167325,26.48221344,64.95388669,3.293807642,1.449275362,47,6.192358366
Sussex,Vernon,1922,24,5,3405740,2528,5341,275,95,18,7,0,1,9,138,8412,prez_rep,5341,2528,33.44032335,30.05230623,63.49262958,3.269139325,1.129339039,405,4.814550642
Sussex,Walpack,1923,24,5,3406640,4,8,0,0,0,0,0,0,0,0,12,prez_rep,8,4,33.33333333,33.33333333,66.66666667,0,0,0,0
Sussex,Wantage,1924,24,5,3406790,1394,3953,123,51,18,3,4,2,1,60,5609,prez_rep,3953,1394,45.62310572,24.85291496,70.47602068,2.192904261,0.909252986,202,3.601354965
Union,Berkeley Heights,2001,21,7,3405320,3129,3072,182,43,13,2,6,2,0,0,6549,prez_dem,3129,3072,0.870361887,47.77828676,46.90792487,2.779050237,0.656588792,248,3.786837685
Union,Clark,2002,22,7,3403150,2612,4743,144,43,54,5,11,1,11,0,7617,prez_rep,4743,2612,27.97689379,34.2917159,62.26860969,1.890508074,0.564526717,269,3.531574111
Union,Cranford,2003,21,7,3405640,6244,5110,298,116,34,5,17,5,0,0,11947,prez_dem,6244,5110,9.491922658,52.26416674,42.77224408,2.494350046,0.970955052,475,3.97589353
Union,Elizabeth,2004,20,8,3401000,22170,5427,224,235,43,19,94,30,5,0,28350,prez_dem,22170,5427,59.05820106,78.2010582,19.14285714,0.790123457,0.828924162,650,2.292768959
Union,Fanwood,2005,22,12,3402860,2260,1404,99,34,2,0,8,2,0,0,3838,prez_dem,2260,1404,22.30328296,58.88483585,36.58155289,2.579468473,0.885878062,145,3.77800938
Union,Garwood,2006,21,7,3405800,945,1062,59,23,7,1,2,2,0,0,2115,prez_rep,1062,945,5.531914894,44.68085106,50.21276596,2.789598109,1.087470449,94,4.444444444
Union,Hillside,2007,20,10,3401980,6633,1018,41,60,8,4,13,2,1,0,7814,prez_dem,6633,1018,71.85820322,84.88610187,13.02789864,0.524699258,0.767852572,129,1.65088303
Union,Kenilworth,2008,21,7,3406690,1374,1995,61,27,3,1,9,4,1,0,3487,prez_rep,1995,1374,17.80900488,39.40349871,57.21250358,1.749354746,0.77430456,106,3.039862346
Union,Linden,2009,22,10,3400350,10464,4323,147,102,23,6,36,19,5,0,15173,prez_dem,10464,4323,40.47320899,68.96460819,28.4913992,0.968826204,0.672246754,338,2.227641205
Union,Mountainside,2010,21,7,3408510,1442,1940,66,21,4,4,6,4,1,0,3517,prez_rep,1940,1442,14.15979528,41.000853,55.16064828,1.876599374,0.597099801,106,3.013932329
Union,New Providence,2011,21,7,3401810,3084,2517,198,44,11,0,7,1,0,0,5928,prez_dem,3084,2517,9.564777328,52.0242915,42.45951417,3.340080972,0.742240216,261,4.402834008
Union,Plainfield,2012,22,12,3409190,12655,1032,75,138,10,3,22,11,2,0,13993,prez_dem,12655,1032,83.06296005,90.43807618,7.375116129,0.535982277,0.986207389,261,1.865218323
Union,Rahway,2013,22,10,3401530,7787,2931,140,82,15,4,37,11,2,0,11057,prez_dem,7787,2931,43.91788008,70.4259745,26.50809442,1.26616623,0.741611649,291,2.631816949
Union,Roselle,2014,20,10,3404620,7151,904,46,74,8,5,20,3,1,0,8238,prez_dem,7151,904,75.8315125,86.80504977,10.97353727,0.558387958,0.898276281,157,1.905802379
Union,Roselle Park,2015,21,10,3404650,2970,2160,90,50,17,1,13,4,1,0,5341,prez_dem,2970,2160,15.16569931,55.60756413,40.44186482,1.685077701,0.936154278,176,3.295263059
Union,Scotch Plains,2016,22,"7, 12",3406060,6867,4532,284,101,15,5,28,6,3,0,11955,prez_dem,6867,4532,19.53157675,57.44040151,37.90882476,2.375575073,0.844834797,442,3.697197825
Union,Springfield,2017,21,7,3400020,4291,2989,150,66,9,3,7,3,2,0,7602,prez_dem,4291,2989,17.12707182,56.44567219,39.31860037,1.973164957,0.868192581,240,3.157063931
Union,Summit,2018,21,7,3401430,5776,3210,326,62,16,2,12,2,1,0,9572,prez_dem,5776,3210,26.80735478,60.34266611,33.53531132,3.40576682,0.647722524,421,4.398244881
Union,Union Twp,2019,20,"7, 10",3404480,16063,6375,251,218,28,7,51,26,8,0,23126,prez_dem,16063,6375,41.8922425,69.45861801,27.56637551,1.085358471,0.942661939,589,2.54691689
Union,Westfield,2020,21,7,3409040,8429,5261,374,84,13,4,17,5,2,0,14340,prez_dem,8429,5261,22.09205021,58.77963738,36.68758717,2.608089261,0.585774059,499,3.479776848
Union,Winfield,2021,22,7,3401650,300,375,12,10,1,0,8,0,0,0,707,prez_rep,375,300,10.60820368,42.43281471,53.04101839,1.697312588,1.414427157,31,4.384724187
Warren,Allamuchy,2101,24,5,3400670,831,1441,41,24,2,0,2,1,3,14,2359,prez_rep,1441,831,25.85841458,35.22679101,61.0852056,1.738024587,1.017380246,73,3.094531581
Warren,Alpha,2102,23,7,3401030,385,609,35,13,4,0,1,1,2,3,1053,prez_rep,609,385,21.27255461,36.56220323,57.83475783,3.323836657,1.234567901,56,5.318138651
Warren,Belvidere,2103,24,5,3404990,424,770,37,19,3,0,0,1,2,19,1275,prez_rep,770,424,27.1372549,33.25490196,60.39215686,2.901960784,1.490196078,62,4.862745098
Warren,Blairstown,2104,24,5,3406160,960,1968,65,32,7,1,5,4,0,27,3069,prez_rep,1968,960,32.84457478,31.28054741,64.12512219,2.117953731,1.042684914,114,3.714565005
Warren,Franklin Twp,2105,23,7,3404960,448,1030,46,15,2,1,0,2,0,8,1552,prez_rep,1030,448,37.5,28.86597938,66.36597938,2.963917526,0.966494845,66,4.25257732
Warren,Frelinghuysen,2106,24,5,3405320,332,826,20,20,3,1,1,0,1,15,1219,prez_rep,826,332,40.52502051,27.23543888,67.76045939,1.640689089,1.640689089,46,3.773584906
Warren,Greenwich,2107,23,7,3408260,1023,1519,51,14,4,2,3,1,0,27,2644,prez_rep,1519,1023,18.75945537,38.6913767,57.45083207,1.928895613,0.529500756,75,2.836611195
Warren,Hackettstown,2108,23,5,3408710,1652,2175,105,44,7,1,5,3,6,37,4035,prez_rep,2175,1652,12.96158612,40.9417596,53.90334572,2.602230483,1.090458488,171,4.237918216
Warren,Hardwick,2109,24,5,3409820,283,531,27,12,2,0,0,0,2,5,862,prez_rep,531,283,28.77030162,32.83062645,61.60092807,3.13225058,1.392111369,43,4.988399072
Warren,Harmony,2110,23,7,3400090,351,868,35,25,1,1,2,1,1,15,1300,prez_rep,868,351,39.76923077,27,66.76923077,2.692307692,1.923076923,66,5.076923077
Warren,Hope,2111,24,5,3403060,292,714,32,12,2,1,0,1,1,10,1065,prez_rep,714,292,39.62441315,27.41784038,67.04225352,3.004694836,1.126760563,49,4.600938967
Warren,Independence,2112,24,5,3403930,963,1666,56,35,6,3,0,0,4,24,2757,prez_rep,1666,963,25.4987305,34.92927095,60.42800145,2.031193326,1.269495829,104,3.772216177
Warren,Knowlton,2113,24,5,3407320,387,942,31,13,5,1,3,1,1,9,1393,prez_rep,942,387,39.84206748,27.78176597,67.62383345,2.225412778,0.933237617,55,3.948312994
Warren,Liberty,2114,24,5,3400110,384,939,36,10,6,0,1,0,2,16,1394,prez_rep,939,384,39.81348637,27.54662841,67.36011478,2.582496413,0.717360115,55,3.945480631
Warren,Lopatcong,2115,23,7,3401490,1595,2233,100,36,9,2,4,3,1,48,4031,prez_rep,2233,1595,15.82733813,39.56834532,55.39568345,2.480774001,0.893078641,155,3.845199702
Warren,Mansfield,2116,23,5,3403320,1119,2001,76,34,7,1,1,3,2,21,3265,prez_rep,2001,1119,27.01378254,34.27258806,61.2863706,2.327718224,1.041347626,124,3.797856049
Warren,Oxford,2117,24,5,3405530,328,759,32,9,4,2,0,1,1,14,1150,prez_rep,759,328,37.47826087,28.52173913,66,2.782608696,0.782608696,49,4.260869565
Warren,Phillipsburg,2119,23,7,3408350,2056,2325,159,80,19,5,14,4,9,49,4720,prez_rep,2325,2056,5.699152542,43.55932203,49.25847458,3.368644068,1.694915254,290,6.144067797
Warren,Pohatcong,2120,23,7,3409820,515,976,47,19,2,0,0,0,1,16,1576,prez_rep,976,515,29.25126904,32.67766497,61.92893401,2.982233503,1.205583756,69,4.378172589
Warren,Washington,2121,23,5,3407270,981,1323,78,39,9,2,4,1,1,16,2454,prez_rep,1323,981,13.93643032,39.97555012,53.91198044,3.178484108,1.589242054,134,5.460472698
Warren,Washington Twp,2122,23,5,3407300,1046,2172,82,26,3,4,2,1,2,27,3365,prez_rep,2172,1046,33.46210996,31.08469539,64.54680535,2.436849926,0.772659733,120,3.566121842
Warren,White,2123,24,5,3400570,702,1768,53,23,3,0,3,0,6,21,2579,prez_rep,1768,702,41.33385033,27.21985266,68.55370299,2.055060101,0.891818534,88,3.412175262